geoid,block_vtda,total
350010002031009,35001000404,25
350010002031010,35001000404,24
350010002031011,35001000404,31
350010002031012,35001000404,41
350010002031013,35001000404,54
350010002032000,35001000405,325
350010002032001,35001000405,226
350010002032002,35001000405,121
350010002032003,35001000405,42
350010002032004,35001000405,29
350010002032005,35001000405,42
350010002032006,35001000405,0
350010002032007,35001000405,9
350010002032008,35001000405,39
350010002032009,35001000405,35
350010002032010,35001000405,22
350010002032011,35001000405,48
350010002032012,35001000405,0
350010002032013,35001000405,0
350010002032014,35001000405,74
350010002041000,35001000435,0
350010002041001,35001000435,316
350010002041002,35001000435,103
350010002041003,35001000435,117
350010002041004,35001000435,105
350010002041005,35001000435,54
350010002041006,35001000435,29
350010002041007,35001000435,21
350010002041008,35001000435,85
350010002041009,35001000435,83
350010002041010,35001000435,33
350010002041011,35001000435,46
350010002041012,35001000435,74
350010002041013,35001000435,75
350010002041014,35001000435,66
350010002041015,35001000435,54
350010002041016,35001000435,122
350010002041017,35001000433,59
350010002041018,35001000433,74
350010002041019,35001000435,86
350010002042000,35001000436,78
350010002042001,35001000437,145
350010002042002,35001000437,0
350010002042003,35001000437,52
350010002042004,35001000436,89
350010002042005,35001000436,38
350010002042006,35001000437,42
350010002042007,35001000437,80
350010002042008,35001000436,100
350010002042009,35001000436,47
350010002042010,35001000436,57
350010002042011,35001000436,40
350010002042012,35001000437,58
350010002042013,35001000437,0
350010002042014,35001000437,0
350010002042015,35001000437,86
350010002042016,35001000436,78
350010002042017,35001000436,83
350010002042018,35001000436,64
350010002042019,35001000436,90
350010002042020,35001000437,91
350010002042021,35001000437,53
350010002051000,35001000433,42
350010002051001,35001000433,81
350010002051002,35001000433,114
350010002051003,35001000433,100
350010002051004,35001000432,43
350010002051005,35001000432,0
350010002051006,35001000432,46
350010002051007,35001000431,411
350010002051008,35001000431,60
350010002052000,35001000431,75
350010002052001,35001000431,38
350010002052002,35001000431,0
350010002052003,35001000431,82
350010002052004,35001000432,58
350010002052005,35001000431,50
350010002052006,35001000431,49
350010002052007,35001000431,70
350010002052008,35001000431,74
350010002052009,35001000431,33
350010002052010,35001000431,24
350010002052011,35001000431,49
350010002052012,35001000431,10
350010002053000,35001000432,94
350010002053001,35001000432,73
350010002053002,35001000432,0
350010002053003,35001000432,84
350010002053004,35001000432,65
350010002053005,35001000432,71
350010002053006,35001000432,73
350010002053007,35001000432,66
350010002053008,35001000432,68
350010002053009,35001000432,43
350010002053010,35001000432,46
350010002054000,35001000433,76
350010002054001,35001000432,584
350010002054002,35001000432,55
350010002054003,35001000433,93
350010002054004,35001000433,85
350010002054005,35001000433,0
350010002054006,35001000433,29
350010002054007,35001000433,0
350010002054008,35001000432,29
350010002054009,35001000432,118
350010002061000,35001000405,82
350010002061001,35001000405,8
350010002061002,35001000405,21
350010002061003,35001000405,20
350010002061004,35001000405,66
350010002061005,35001000403,92
350010002061006,35001000403,77
350010002061007,35001000403,51
350010002061008,35001000403,61
350010002061009,35001000403,53
350010002061010,35001000403,53
350010002061011,35001000446,99
350010002061012,35001000434,92
350010002061013,35001000434,50
350010002061014,35001000434,90
350010002061015,35001000434,44
350010002061016,35001000434,91
350010002061017,35001000434,49
350010002061018,35001000434,57
350010002061019,35001000434,45
350010002061020,35001000434,67
350010002061021,35001000446,0
350010002061022,35001000446,35
350010002061023,35001000446,47
350010002061024,35001000446,63
350010002061025,35001000446,50
350010002061026,35001000446,74
350010002061027,35001000446,52
350010002061028,35001000446,68
350010002062000,35001000404,34
350010002062001,35001000404,39
350010002062002,35001000404,56
350010002062003,35001000404,80
350010002062004,35001000404,59
350010002062005,35001000404,84
350010002062006,35001000404,61
350010002062007,35001000404,76
350010002062008,35001000403,16
350010002062009,35001000402,69
350010002062010,35001000402,24
350010002062011,35001000402,35
350010002062012,35001000402,60
350010002062013,35001000402,56
350010002062014,35001000402,78
350010002062015,35001000402,58
350010002062016,35001000402,51
350010002062017,35001000403,76
350010002062018,35001000403,39
350010002062019,35001000403,25
350010002062020,35001000403,11
350010002062021,35001000403,43
350010002062022,35001000403,64
350010002062023,35001000402,55
350010002071000,35001000402,51
350010002071001,35001000402,70
350010002071002,35001000402,66
350010002071003,35001000402,91
350010002071004,35001000401,77
350010002071005,35001000401,74
350010002071006,35001000401,83
350010002071007,35001000401,30
350010002071008,35001000401,56
350010002071009,35001000401,31
350010002071010,35001000401,0
350010002071011,35001000401,22
350010002071012,35001000401,48
350010002071013,35001000401,42
350010002071014,35001000401,56
350010002071015,35001000402,69
350010002071016,35001000401,53
350010002071017,35001000401,59
350010002071018,35001000401,17
350010002071019,35001000401,35
350010002071020,35001000401,25
350010002071021,35001000401,23
350010002071022,35001000401,51
350010002071023,35001000401,48
350010002071024,35001000401,0
350010002072000,35001000411,0
350010002072001,35001000441,13
350010002072002,35001000441,38
350010002072003,35001000441,27
350010002072004,35001000441,33
350010002072005,35001000441,27
350010002072006,35001000441,29
350010002072007,35001000441,25
350010002072008,35001000441,25
350010002072009,35001000441,45
350010002072010,35001000441,33
350010002072011,35001000441,34
350010002072012,35001000441,49
350010002072013,35001000441,39
350010002072014,35001000441,52
350010002072015,35001000441,38
350010002072016,35001000441,42
350010002072017,35001000441,34
350010002072018,35001000441,79
350010002072019,35001000441,46
350010002072020,35001000441,27
350010002072021,35001000441,32
350010002072022,35001000441,14
350010002072023,35001000441,0
350010002072024,35001000441,18
350010002072025,35001000411,0
350010002072026,35001000411,0
350010002072027,35001000441,34
350010002072028,35001000411,101
350010002072029,35001000411,0
350010002073000,35001000401,82
350010002073001,35001000446,71
350010002073002,35001000446,86
350010002073003,35001000446,60
350010002073004,35001000445,54
350010002073005,35001000445,102
350010002073006,35001000445,80
350010002073007,35001000445,65
350010002073008,35001000445,33
350010002073009,35001000445,33
350010002073010,35001000445,32
350010002073011,35001000445,0
350010002073012,35001000445,39
350010002073013,35001000445,44
350010002073014,35001000445,47
350010002073015,35001000445,48
350010002073016,35001000445,56
350010002073017,35001000401,19
350010002073018,35001000401,0
350010002073019,35001000445,31
350010002073020,35001000445,34
350010002073021,35001000445,54
350010002073022,35001000445,0
350010002073023,35001000445,31
350010002073024,35001000401,0
350010002081000,35001000442,45
350010002081001,35001000442,34
350010002081002,35001000442,39
350010002081003,35001000442,60
350010002081004,35001000442,16
350010002081005,35001000442,27
350010002081006,35001000442,39
350010002081007,35001000442,45
350010002081008,35001000442,43
350010002081009,35001000442,51
350010002081010,35001000442,24
350010002081011,35001000442,30
350010002081012,35001000442,26
350010002081013,35001000442,29
350010002081014,35001000442,46
350010002081015,35001000442,55
350010002081016,35001000442,35
350010002081017,35001000442,31
350010002081018,35001000442,47
350010002081019,35001000442,36
350010002082000,35001000443,44
350010002082001,35001000443,33
350010002082002,35001000443,30
350010002082003,35001000442,39
350010002082004,35001000442,55
350010002082005,35001000443,38
350010002082006,35001000443,66
350010002082007,35001000443,37
350010002082008,35001000443,41
350010002082009,35001000443,38
350010002082010,35001000443,32
350010002082011,35001000442,47
350010002082012,35001000442,27
350010002082013,35001000443,32
350010002082014,35001000443,43
350010002082015,35001000443,40
350010002082016,35001000375,25
350010002082017,35001000375,7
350010002082018,35001000375,39
350010002082019,35001000375,13
350010002082020,35001000375,114
350010002082021,35001000375,11
350010002082022,35001000375,7
350010002082023,35001000375,0
350010002083000,35001000444,21
350010002083001,35001000444,38
350010002083002,35001000444,39
350010002083003,35001000444,41
350010002083004,35001000444,57
350010002083005,35001000443,43
350010002083006,35001000443,50
350010002083007,35001000443,51
350010002083008,35001000443,47
350010002083009,35001000444,41
350010002083010,35001000444,43
350010002083011,35001000444,33
350010002083012,35001000444,51
350010002083013,35001000444,28
350010002083014,35001000444,24
350010002083015,35001000444,29
350010002083016,35001000444,48
350010002083017,35001000444,38
350010002083018,35001000444,38
350010002083019,35001000443,58
350010002083020,35001000443,44
350010002083021,35001000443,34
350010002083022,35001000443,31
350010002083023,35001000444,21
350010002083024,35001000444,33
350010002083025,35001000444,32
350010002083026,35001000444,23
350010002083027,35001000444,9
350010002083028,35001000375,0
350010002083029,35001000375,0
350010002083030,35001000375,0
350010002083031,35001000375,0
350010002083032,35001000375,6
350010002083033,35001000375,0
350010002083034,35001000375,15
350010002083035,35001000375,8
350010002083036,35001000375,0
350010002083037,35001000375,0
350010002083038,35001000375,0
350010003001000,35001000344,0
350010003001001,35001000338,0
350010003001002,35001000344,488
350010003001003,35001000338,50
350010003001004,35001000344,0
350010003001005,35001000344,78
350010003001006,35001000338,156
350010003001007,35001000344,15
350010003001008,35001000344,53
350010003001009,35001000344,23
350010003001010,35001000343,33
350010003001011,35001000338,20
350010003001012,35001000343,45
